departement,circonscription,communes
85,1,"Aizenay, Apremont, Beaufou, Bellevigny, Bois-de-Céné, Challans, Châteauneuf, Dompierre-sur-Yon, Essarts en Bocage, Falleron, Froidfond, Grand'Landes, L'Herbergement, La Chapelle-Palluau, La Ferrière, La Garnache, La Génétouze, La Merlatière, La Roche-sur-Yon (en partie), Le Poiré-sur-Vie, Les Lucs-sur-Boulogne, Maché, Montréverd, Mouilleron-le-Captif, Palluau, Rocheservière, Saint-Christophe-du-Ligneron, Saint-Denis-la-Chevasse, Saint-Etienne-du-Bois, Saint-Martin-des-Noyers, Saint-Paul-Mont-Penit, Saint-Philbert-de-Bouaine, Sainte-Cécile, Sallertaine et Venansault"
85,2,"Angles, Aubigny-Les Clouzeaux, Avrillé, Beaulieu-sous-la-Roche, Bessay, Bournezeau, Chantonnay, Château-Guibert, Corpe, Curzon, Fougeré, Grosbreuil, Jard-sur-Mer, La Boissière-des-Landes, La Bretonnière-La Claye, La Chaize-le-Vicomte, La Chapelle-Hermier, La Couture, La Faute-sur-Mer, La Jonchère, La Roche-sur-Yon (en partie), La Tranche-sur-Mer, Landeronde, Le Bernard, Le Champ-Saint-Père, Le Girouard, Le Givre, Le Tablier, Les Achards, Les Pineaux, Longeville-sur-Mer, Mareuil-sur-Lay-Dissais, Martinet, Moutiers-les-Mauxfaits, Moutiers-sur-le-Lay, Nesmy, Nieul-le-Dolent, Poiroux, Péault, Rives de l'Yon, Rochetrejoux, Rosnay, Saint-Avaugourd-des-Landes, Saint-Benoist-sur-Mer, Saint-Cyr-en-Talmondais, Saint-Georges-de-Pointindoux, Saint-Germain-de-Prinçay, Saint-Hilaire-la-Forêt, Saint-Hilaire-le-Vouhis, Saint-Julien-des-Landes, Saint-Mathurin, Saint-Prouant, Saint-Vincent-Sterlanges, Saint-Vincent-sur-Graon, Saint-Vincent-sur-Jard, Sainte-Flaive-des-Loups, Sainte-Pexine, Sigournais, Talmont-Saint-Hilaire et Thorigny"
85,3,"Barbâtre, Beauvoir-sur-Mer, Bouin, Brem-sur-Mer, Bretignolles-sur-Mer, Château-d'Olonne, Commequiers, Coëx, Givrand, L'Aiguillon-sur-Vie, L'Epine, L'Ile-d'Olonne, L'Ile-d'Yeu, La Barre-de-Monts, La Chaize-Giraud, La Guérinière, Landevieille, Le Fenouiller, Le Perrier, Les Sables-d'Olonne, Noirmoutier-en-l'Ile, Notre-Dame-de-Monts, Notre-Dame-de-Riez, Olonne-sur-Mer, Saint-Gervais, Saint-Gilles-Croix-de-Vie, Saint-Hilaire-de-Riez, Saint-Jean-de-Monts, Saint-Maixent-sur-Vie, Saint-Révérend, Saint-Urbain, Sainte-Foy, Soullans et Vairé"
85,4,"Bazoges-en-Paillers, Beaurepaire, Boufféré, Chambretaud, Chauché, Chavagnes-en-Paillers, Chavagnes-les-Redoux, Cugand, La Bernardière, La Boissière-de-Montaigu, La Bruffière, La Copechagnière, La Gaubretière, La Guyonnière, La Meilleraie-Tillay, La Rabatelière, La Verrie, Le Boupère, Les Brouzils, Les Epesses, Les Herbiers, Les Landes-Genusson, Mallièvre, Mesnard-la-Barotière, Monsireigne, Montaigu, Montournais, Mortagne-sur-Sèvre, Mouchamps, Pouzauges, Réaumur, Saint-André-Goule-d'Oie, Saint-Aubin-des-Ormeaux, Saint-Fulgent, Saint-Georges-de-Montaigu, Saint-Hilaire-de-Loulay, Saint-Laurent-sur-Sèvre, Saint-Malô-du-Bois, Saint-Mars-la-Réorthe, Saint-Martin-des-Tilleuls, Saint-Mesmin, Saint-Paul-en-Pareds, Sèvremont, Tallud-Sainte-Gemme, Tiffauges, Treize-Septiers, Treize-Vents et Vendrennes"
85,5,"Antigny, Auchay-sur-Vendée, Bazoges-en-Pareds, Benet, Bouillé-Courdault, Bourneau, Breuil-Barret, Cezais, Chaillé-les-Marais, Champagné-les-Marais, Chasnais, Cheffois, Damvix, Doix lès Fontaines, Faymoreau, Fontenay-le-Comte, Foussais-Payré, Grues, L'Aiguillon-sur-Mer, L'Hermenault, L'Ile-d'Elle, L'Orbrie, La Caillère-Saint-Hilaire, La Chapelle-Thémer, La Chapelle-aux-Lys, La Châtaigneraie, La Jaudonnière, La Réorthe, La Taillée, La Tardière, Lairoux, Le Gué-de-Velluire, Le Langon, Le Mazeau, Le Poiré-sur-Velluire, Les Magnils-Reigniers, Liez, Loge-Fougereuse, Longèves, Luçon, Maillezais, Maillé, Marillet, Marsais-Sainte-Radégonde, Menomblet, Mervent, Montreuil, Moreilles, Mouilleron-Saint-Germain, Mouzeuil-Saint-Martin, Nalliers, Nieul-sur-l'Autise, Oulmes, Petosse, Pissotte, Pouillé, Puy-de-Serre, Puyravault, Saint-Aubin-la-Plaine, Saint-Cyr-des-Gâts, Saint-Denis-du-Payré, Saint-Etienne-de-Brillouet, Saint-Hilaire-de-Voust, Saint-Hilaire-des-Loges, Saint-Jean-de-Beugné, Saint-Juire-Champgillon, Saint-Laurent-de-la-Salle, Saint-Martin-Lars-en-Sainte-Hermine, Saint-Martin-de-Fraigneau, Saint-Martin-des-Fontaines, Saint-Maurice-des-Noues, Saint-Maurice-le-Girard, Saint-Michel-en-l'Herm, Saint-Michel-le-Cloucq, Saint-Pierre-du-Chemin, Saint-Pierre-le-Vieux, Saint-Sigismond, Saint-Sulpice-en-Pareds, Saint-Valérien, Sainte-Gemme-la-Plaine, Sainte-Hermine, Sainte-Radégonde-des-Noyers, Sérigné, Thiré, Thouarsais-Bouildroux, Triaize, Velluire, Vix, Vouillé-les-Marais, Vouvant et Xanton-Chassenon"
86,1,"Amberre, Avanton, Beaumont-Saint-Cyr (en partie), Bignoux, Bonnes, Buxerolles, Chabournay, Champigny en Rochereau (en partie), Chasseneuil-du-Poitou, Cherves, Cissé, Cuhon, Dissay, Jardres, Jaunay-Marigny, La Chapelle-Moulière, Lavoux, Liniers, Maisonneuve, Massognes, Migné-Auxances, Mirebeau, Montamisé, Neuville-de-Poitou, Poitiers (en partie), Pouillé, Saint Martin la Pallu, Saint-Georges-lès-Baillargeaux, Saint-Julien-l'Ars, Savigny-Lévescault, Sèvres-Anxaumont, Tercé, Thurageau, Varennes, Villiers, Vouzailles et Yversay"
86,2,"Aslonnes, Ayron, Benassay, Biard, Béruges, Chalandray, Champigny en Rochereau (en partie), Chiré-en-Montreuil, Château-Larcher, Croutelle, Dienné, Fleuré, Fontaine-le-Comte, Frozes, Gizay, Iteuil, La Chapelle-Montreuil, La Villedieu-du-Clain, Latillé, Lavausseau, Ligugé, Maillé, Marigny-Chemereau, Marnay, Marçay, Mignaloux-Beauvoir, Montreuil-Bonnin, Nieuil-l'Espoir, Nouaillé-Maupertuis, Poitiers (en partie), Quinçay, Roches-Prémarie-Andillé, Saint-Benoît, Smarves, Vernon, Vivonne, Vouillé et Vouneuil-sous-Biard"
86,3,"Adriers, Anché, Angles-sur-l'Anglin, Antigny, Archigny, Asnières-sur-Blour, Asnois, Availles-Limouzine, Availles-en-Châtellerault, Beaumont-Saint-Cyr (en partie), Bellefonds, Blanzay, Bonneuil-Matours, Bouresse, Bourg-Archambault, Brigueil-le-Chantre, Brion, Brux, Béthines, Ceaux-en-Couhé, Celle-Lévescault, Cenon-sur-Vienne, Champagné-Saint-Hilaire, Champagné-le-Sec, Champniers, Chapelle-Viviers, Charroux, Chatain, Chaunay, Chauvigny, Château-Garnier, Châtillon, Civaux, Civray, Cloué, Couhé, Coulombiers, Coulonges, Curzay-sur-Vonne, Fleix, Genouillé, Gençay, Gouex, Haims, Jazeneuil, Jouhet, Journet, Joussé, L'Isle-Jourdain, La Bussière, La Chapelle-Bâton, La Ferrière-Airoux, La Puye, La Trimouille, Lathus-Saint-Rémy, Lauthiers, Le Vigeant, Leignes-sur-Fontaine, Lhommaizé, Liglet, Linazay, Lizant, Luchapt, Lusignan, Lussac-les-Châteaux, Magné, Mauprévoir, Mazerolles, Millac, Monthoiron, Montmorillon, Moulismes, Moussac, Mouterre-sur-Blourde, Nalliers, Nérignac, Paizay-le-Sec, Payroux, Payré, Persac, Pindray, Plaisance, Pressac, Queaux, Romagne, Rouillé, Saint-Gaudent, Saint-Germain, Saint-Laurent-de-Jourdes, Saint-Léomer, Saint-Macoux, Saint-Martin-l'Ars, Saint-Maurice-la-Clouère, Saint-Pierre-d'Exideuil, Saint-Pierre-de-Maillé, Saint-Romain, Saint-Sauvant, Saint-Savin, Saint-Saviol, Saint-Secondin, Sainte-Radégonde, Sanxay, Saulgé, Savigné, Sillars, Sommières-du-Clain, Surin, Thollet, Usson-du-Poitou, Valdivienne, Vaux, Verrières, Villemort, Voulon, Voulême et Vouneuil-sur-Vienne"
86,4,"Angliers, Antran, Arçay, Aulnay, Basses, Berrie, Berthegon, Beuxes, Bournand, Buxeuil, Ceaux-en-Loudun, Cernay, Chalais, Chenevelles, Chouppes, Châtellerault, Colombiers, Coussay, Coussay-les-Bois, Craon, Curçay-sur-Dive, Dangé-Saint-Romain, Dercé, Doussay, Glénouze, Guesnes, Ingrandes, La Chaussée, La Grimaudière, La Roche-Posay, La Roche-Rigault, Leigné-les-Bois, Leigné-sur-Usseau, Lencloître, Les Ormes, Les Trois-Moutiers, Leugny, Loudun, Lésigny, Mairé, Martaizé, Maulay, Mazeuil, Messemé, Moncontour, Mondion, Monts-sur-Guesnes, Morton, Mouterre-Silly, Naintré, Nueil-sous-Faye, Orches, Ouzilly, Oyré, Pleumartin, Port-de-Piles, Pouant, Pouançay, Prinçay, Ranton, Raslay, Roiffé, Saint-Christophe, Saint-Clair, Saint-Genest-d'Ambière, Saint-Gervais-les-Trois-Clochers, Saint-Jean-de-Sauves, Saint-Laon, Saint-Léger-de-Montbrillais, Saint-Rémy-sur-Creuse, Saires, Saix, Sammarçolles, Savigny-sous-Faye, Scorbé-Clairvaux, Senillé-Saint-Sauveur, Sossais, Sérigny, Ternay, Thuré, Usseau, Vaux-sur-Vienne, Vellèches, Verrue, Vicq-sur-Gartempe et Vézières"
87,1,"Ambazac, Augne, Aureil, Beaumont-du-Lac, Bonnac-la-Côte, Bujaleuf, Champnétery, Cheissoux, Châteauneuf-la-Forêt, Domps, Eybouleuf, Eymoutiers, Feytiat, La Croisille-sur-Briance, La Geneytouse, Le Châtenet-en-Dognon, Le Palais-sur-Vienne, Les Billanges, Limoges (en partie), Linards, Masléon, Moissannes, Nedde, Neuvic-Entier, Panazol, Peyrat-le-Château, Rempnat, Rilhac-Rancon, Royères, Roziers-Saint-Georges, Saint-Amand-le-Petit, Saint-Denis-des-Murs, Saint-Gilles-les-Forêts, Saint-Julien-le-Petit, Saint-Just-le-Martel, Saint-Laurent-les-Eglises, Saint-Léonard-de-Noblat, Saint-Martin-Terressus, Saint-Méard, Saint-Priest-Taurion, Saint-Sylvestre, Sainte-Anne-Saint-Priest, Sauviat-sur-Vige, Surdoux et Sussac"
87,2,"Aixe-sur-Vienne, Beynac, Boisseuil, Bosmie-l'Aiguille, Burgnac, Bussière-Galant, Chaillac-sur-Vienne, Champagnac-la-Rivière, Champsac, Châlus, Château-Chervix, Chéronnac, Cognac-la-Forêt, Condat-sur-Vienne, Coussac-Bonneval, Cussac, Dournazac, Eyjeaux, Flavignac, Glandon, Glanges, Gorre, Janailhac, Javerdat, Jourgnac, La Chapelle-Montbrandeix, La Meyze, La Porcherie, La Roche-l'Abeille, Ladignac-le-Long, Lavignac, Le Chalard, Le Vigen, Les Cars, Les Salles-Lavauguyon, Limoges (en partie), Magnac-Bourg, Maisonnais-sur-Tardoire, Marval, Meilhac, Meuzac, Nexon, Oradour-sur-Glane, Oradour-sur-Vayres, Pageas, Pensol, Pierre-Buffière, Rilhac-Lastours, Rochechouart, Saillat-sur-Vienne, Saint-Auvent, Saint-Bazile, Saint-Bonnet-Briance, Saint-Brice-sur-Vienne, Saint-Cyr, Saint-Genest-sur-Roselle, Saint-Germain-les-Belles, Saint-Hilaire-Bonneval, Saint-Hilaire-les-Places, Saint-Jean-Ligoure, Saint-Junien, Saint-Laurent-sur-Gorre, Saint-Martin-de-Jussac, Saint-Martin-le-Vieux, Saint-Mathieu, Saint-Maurice-les-Brousses, Saint-Paul, Saint-Priest-Ligoure, Saint-Priest-sous-Aixe, Saint-Victurnien, Saint-Vitte-sur-Briance, Saint-Yrieix-la-Perche, Saint-Yrieix-sous-Aixe, Sainte-Marie-de-Vaux, Solignac, Séreilhac, Vayres, Verneuil-sur-Vienne, Vicq-sur-Breuilh et Videix"
87,3,"Arnac-la-Poste, Azat-le-Ris, Balledent, Bellac, Berneuil, Bersac-sur-Rivalier, Bessines-sur-Gartempe, Blanzac, Blond, Breuilaufa, Bussière-Poitevine, Chamboret, Chaptelat, Châteauponsac, Cieux, Compreignac, Couzeix, Cromac, Darnac, Dinsac, Dompierre-les-Eglises, Droux, Folles, Fromental, Gajoubert, Isle, Jabreilles-les-Bordes, Jouac, La Bazeuge, La Croix-sur-Gartempe, La Jonchère-Saint-Maurice, Laurière, Le Buis, Le Dorat, Les Grands-Chézeaux, Limoges (en partie), Lussac-les-Eglises, Magnac-Laval, Mailhac-sur-Benaize, Montrol-Sénard, Mortemart, Nantiat, Nieul, Nouic, Oradour-Saint-Genest, Peyrat-de-Bellac, Peyrilhac, Rancon, Razès, Roussac, Saint-Amand-Magnazeix, Saint-Barbant, Saint-Bonnet-de-Bellac, Saint-Gence, Saint-Georges-les-Landes, Saint-Hilaire-la-Treille, Saint-Jouvent, Saint-Junien-les-Combes, Saint-Léger-Magnazeix, Saint-Léger-la-Montagne, Saint-Martial-sur-Isop, Saint-Martin-le-Mault, Saint-Ouen-sur-Gartempe, Saint-Pardoux, Saint-Sornin-Leulac, Saint-Sornin-la-Marche, Saint-Sulpice-Laurière, Saint-Sulpice-les-Feuilles, Saint-Symphorien-sur-Couze, Tersannes, Thiat, Thouron, Val d'Issoire, Vaulry, Verneuil-Moustiers, Veyrac et Villefavard"
88,1,"Anglemont, Arches, Archettes, Autrey, Badménil-aux-Bois, Bayecourt, Bazien, Brû, Bult, Capavenir, Chantraine, Charmois-l'Orgueilleux, Chaumousey, Chavelot, Châtel-sur-Moselle, Clézentaine, Damas-aux-Bois, Darnieulles, Deinvillers, Deyvillers, Dignonville, Dinozé, Dogneville, Dommartin-aux-Bois, Domptail, Domèvre-sur-Avière, Domèvre-sur-Durbion, Doncières, Dounoux, Epinal, Fauconcourt, Fomerey, Frizon, Gigney, Girancourt, Golbey, Hadigny-les-Verrières, Hadol, Haillainville, Hardancourt, Housseras, Igney, Jeanménil, Jeuxey, La Baffe, La Chapelle-aux-Bois, Le Clerjus, Les Forges, Longchamp, Mazeley, Moriville, Moyemont, Ménarmont, Ménil-sur-Belvitte, Nomexy, Nossoncourt, Ortoncourt, Pallegney, Rambervillers, Rehaincourt, Renauvoid, Romont, Roville-aux-Chênes, Saint-Benoît-la-Chipotte, Saint-Genest, Saint-Gorgon, Saint-Maurice-sur-Mortagne, Saint-Pierremont, Sainte-Barbe, Sanchey, Sercoeur, Uriménil, Uxegney, Uzemain, Vaudéville, Vaxoncourt, Villoncourt, Vomécourt, Xaffévillers, Xertigny et Zincourt"
88,2,"Allarmont, Anould, Arrentès-de-Corcieux, Aydoilles, Ban-de-Laveline, Ban-de-Sapt, Ban-sur-Meurthe-Clefcy, Barbey-Seroux, Beauménil, Belmont-sur-Buttant, Belval, Bertrimoutier, Biffontaine, Bois-de-Champ, Brouvelieures, Bruyères, Celles-sur-Plaine, Champ-le-Duc, Champdray, Charmois-devant-Bruyères, Cheniménil, Châtas, Coinches, Combrimont, Corcieux, Denipaire, Destord, Deycimont, Docelles, Domfaing, Dompierre, Entre-deux-Eaux, Etival-Clairefontaine, Fays, Fiménil, Fontenay, Fraize, Frapelle, Fremifontaine, Gemaingoutte, Gerbépal, Girecourt-sur-Durbion, Grandrupt, Grandvillers, Granges-Aumontzey, Gugnécourt, Herpelmont, Hurbache, Jussarupt, La Bourgonce, La Chapelle-devant-Bruyères, La Croix-aux-Mines, La Grande-Fosse, La Houssière, La Neuveville-devant-Lépanges, La Petite-Fosse, La Petite-Raon, La Salle, La Voivre, Laval-sur-Vologne, Laveline-devant-Bruyères, Laveline-du-Houx, Le Beulay, Le Mont, Le Puid, Le Roulier, Le Saulcy, Le Valtin, Le Vermont, Les Poulières, Les Rouges-Eaux, Lesseux, Lubine, Lusse, Luvigny, Lépanges-sur-Vologne, Mandray, Mortagne, Moussey, Moyenmoutier, Méménil, Ménil-de-Senones, Nayemont-les-Fosses, Neuvillers-sur-Fave, Nompatelize, Nonzeville, Padoux, Pair-et-Grandrupt, Pierrepont-sur-l'Arentèle, Plainfaing, Prey, Provenchères-et-Colroy, Raon-l'Etape, Raon-sur-Plaine, Raves, Rehaupal, Remomeix, Saint-Dié, Saint-Jean-d'Ormont, Saint-Léonard, Saint-Michel-sur-Meurthe, Saint-Remy, Saint-Stail, Sainte-Hélène, Sainte-Marguerite, Saulcy-sur-Meurthe, Senones, Taintrux, Vervezelle, Vexaincourt, Vienville, Vieux-Moulin, Viménil, Wisembach et Xamontarupt"
88,3,"Basse-sur-le-Rupt, Bellefontaine, Bussang, Cleurie, Cornimont, Dommartin-lès-Remiremont, Eloyes, Faucompierre, Ferdrupt, Fresse-sur-Moselle, Gerbamont, Girmont-Val-d'Ajol, Gérardmer, Jarménil, La Bresse, La Forge, Le Ménil, Le Syndicat, Le Thillot, Le Tholy, Le Val-d'Ajol, Liézey, Plombières-les-Bains, Pouxeux, Ramonchamp, Raon-aux-Bois, Remiremont, Rochesson, Rupt-sur-Moselle, Saint-Amé, Saint-Etienne-lès-Remiremont, Saint-Maurice-sur-Moselle, Saint-Nabord, Sapois, Saulxures-sur-Moselotte, Tendon, Thiéfosse, Vagney, Vecoux, Ventron et Xonrupt-Longemer"
88,4,"Ahéville, Aingeville, Ainvelle, Ambacourt, Ameuvelle, Aouze, Aroffe, Attigny, Attignéville, Aulnois, Autigny-la-Tour, Autreville, Auzainvilliers, Avillers, Avrainville, Avranville, Bainville-aux-Saules, Balléville, Barville, Battexey, Baudricourt, Bazegney, Bazoilles-et-Ménil, Bazoilles-sur-Meuse, Beaufremont, Begnécourt, Belmont-lès-Darney, Belmont-sur-Vair, Belrupt, Bettegney-Saint-Brice, Bettoncourt, Biécourt, Bleurville, Blevaincourt, Blémerey, Bocquegney, Bonvillet, Boulaincourt, Bouxières-aux-Bois, Bouxurulles, Bouzemont, Brantigny, Brechainville, Bulgnéville, Certilleux, Chamagne, Charmes, Chauffecourt, Chef-Haut, Chermisey, Châtenois, Châtillon-sur-Saône, Circourt, Circourt-sur-Mouzon, Claudon, Clérey-la-Côte, Contrexéville, Courcelles-sous-Châtenois, Coussey, Crainvilliers, Damas-et-Bettegney, Damblain, Darney, Darney-aux-Chênes, Derbamont, Dolaincourt, Dombasle-devant-Darney, Dombasle-en-Xaintois, Dombrot-le-Sec, Dombrot-sur-Vair, Domjulien, Dommartin-lès-Vallois, Dommartin-sur-Vraine, Dompaire, Domrémy-la-Pucelle, Domvallier, Domèvre-sous-Montfort, Escles, Esley, Essegney, Estrennes, Evaux-et-Ménil, Fignévelle, Florémont, Fontenoy-le-Château, Fouchécourt, Frain, Frebécourt, Frenelle-la-Grande, Frenelle-la-Petite, Frénois, Fréville, Gelvécourt-et-Adompt, Gemmelaincourt, Gendreville, Gignéville, Gircourt-lès-Viéville, Gironcourt-sur-Vraine, Godoncourt, Gorhey, Grand, Grandrupt-de-Bains, Greux, Grignoncourt, Gruey-lès-Surance, Gugney-aux-Aulx, Hagnéville-et-Roncourt, Hagécourt, Harchéchamp, Harmonville, Harol, Haréville, Hennecourt, Hennezel, Hergugney, Houécourt, Houéville, Hymont, Isches, Jainvillotte, Jorxey, Jubainville, Juvaincourt, Jésonville, La Haye, La Neuveville-sous-Châtenois, La Neuveville-sous-Montfort, La Vacheresse-et-la-Rouillie, La Vôge-les-Bains, Lamarche, Landaville, Langley, Lemmecourt, Lerrain, Les Ableuvenettes, Les Thons, Les Vallois, Les Voivres, Liffol-le-Grand, Lignéville, Lironcourt, Longchamp-sous-Châtenois, Légéville-et-Bonfays, Maconcourt, Madecourt, Madegney, Madonne-et-Lamerey, Malaincourt, Mandres-sur-Vair, Marainville-sur-Madon, Marey, Maroncourt, Martigny-les-Bains, Martigny-les-Gerbonvaux, Martinvelle, Mattaincourt, Maxey-sur-Meuse, Mazirot, Midrevaux, Mirecourt, Moncel-sur-Vair, Mont-lès-Lamarche, Mont-lès-Neufchâteau, Monthureux-le-Sec, Monthureux-sur-Saône, Montmotier, Morelmaison, Morizécourt, Morville, Médonville, Ménil-en-Xaintois, Neufchâteau, Nonville, Norroy, Offroicourt, Ollainville, Oëlleville, Parey-sous-Montfort, Pargny-sous-Mureau, Pierrefitte, Pleuvezain, Pompierre, Pont-lès-Bonfays, Pont-sur-Madon, Portieux, Poussay, Provenchères-lès-Darney, Punerot, Puzieux, Racécourt, Rainville, Ramecourt, Rancourt, Rapey, Rebeuville, Regney, Regnévelle, Relanges, Remicourt, Remoncourt, Removille, Repel, Robécourt, Rollainville, Romain-aux-Bois, Rouvres-en-Xaintois, Rouvres-la-Chétive, Rozerotte, Rozières-sur-Mouzon, Rugney, Ruppes, Saint-Baslemont, Saint-Julien, Saint-Menge, Saint-Ouen-lès-Parey, Saint-Paul, Saint-Prancher, Saint-Remimont, Saint-Vallier, Sandaucourt, Sans-Vallois, Sartes, Saulxures-lès-Bulgnéville, Sauville, Savigny, Senaide, Senonges, Seraumont, Serocourt, Serécourt, Sionne, Socourt, Soncourt, Soulosse-sous-Saint-Elophe, Suriauville, They-sous-Montfort, Thiraucourt, Thuillières, Tignécourt, Tilleux, Tollaincourt, Totainville, Trampot, Tranqueville-Graux, Trémonzey, Ubexy, Urville, Valfroicourt, Valleroy-aux-Saules, Valleroy-le-Sec, Varmonzey, Vaubexy, Vaudoncourt, Velotte-et-Tatignécourt, Vicherey, Ville-sur-Illon, Villers, Villotte, Villouxel, Vincey, Viocourt, Vioménil, Vittel, Viviers-le-Gras, Viviers-lès-Offroicourt, Vomécourt-sur-Madon, Vouxey, Vroville, Vrécourt et Xaronval"
89,1,"Andryes, Appoigny, Augy, Auxerre, Beauvoir, Bleigny-le-Carreau, Bléneau, Branches, Champcevrais, Champignelles, Champs-sur-Yonne, Charbuy, Charentenay, Charny Orée de Puisaye, Chassy, Chevannes, Coulangeron, Coulanges-la-Vineuse, Courson-les-Carrières, Diges, Dracy, Druyes-les-Belles-Fontaines, Egleny, Escamps, Escolives-Sainte-Camille, Etais-la-Sauvin, Fleury-la-Vallée, Fontaines, Fontenoy, Fouronnes, Gy-l'Evêque, Irancy, Jussy, La Ferté-Loupière, Lain, Lainsecq, Lalande, Lavau, Le Val d'Ocre, Les Hauts de Forterre, Les Ormes, Leugny, Levis, Lindry, Merry-Sec, Merry-la-Vallée, Migé, Montholon, Monéteau, Mouffy, Moulins-sur-Ouanne, Moutiers-en-Puisaye, Mézilles, Ouanne, Parly, Perrigny, Poilly-sur-Tholon, Pourrain, Quenne, Rogny-les-Sept-Ecluses, Ronchères, Sainpuits, Saint-Bris-le-Vineux, Saint-Fargeau, Saint-Georges-sur-Baulche, Saint-Martin-des-Champs, Saint-Maurice-Thizouaille, Saint-Maurice-le-Vieil, Saint-Privé, Saint-Sauveur-en-Puisaye, Sainte-Colombe-sur-Loing, Saints-en-Puisaye, Sementron, Senan, Sommecaise, Sougères-en-Puisaye, Tannerre-en-Puisaye, Thury, Toucy, Treigny, Val-de-Mercy, Vallan, Valravillon, Venoy, Villefargeau, Villeneuve-les-Genêts, Villiers-Saint-Benoît, Vincelles et Vincelottes"
89,2,"Aigremont, Aisy-sur-Armançon, Ancy-le-Franc, Ancy-le-Libre, Angely, Annay-la-Côte, Annay-sur-Serein, Annoux, Annéot, Arcy-sur-Cure, Argentenay, Argenteuil-sur-Armançon, Arthonnay, Asnières-sous-Bois, Asquins, Athie, Avallon, Baon, Bassou, Bazarnes, Beaumont, Beauvilliers, Beine, Bellechaume, Bernouil, Bessy-sur-Cure, Beugnon, Bierry-les-Belles-Fontaines, Blacy, Blannay, Bois-d'Arcy, Bonnard, Brienon-sur-Armançon, Brion, Brosses, Bussières, Bussy-en-Othe, Butteaux, Béru, Carisey, Censy, Chablis, Chailley, Chamoux, Champlost, Charmoy, Chassignelles, Chastellux-sur-Cure, Chemilly-sur-Serein, Chemilly-sur-Yonne, Cheney, Cheny, Chichery, Chichée, Chitry, Châtel-Censoir, Châtel-Gérard, Chéu, Cisery, Collan, Coulanges-sur-Yonne, Courgis, Coutarnoux, Crain, Cruzy-le-Châtel, Cry, Cussy-les-Forges, Dannemoine, Deux Rivières, Dissangis, Domecy-sur-Cure, Domecy-sur-le-Vault, Dyé, Epineau-les-Voves, Epineuil, Esnon, Etaules, Etivey, Festigny, Fleys, Flogny-la-Chapelle, Foissy-lès-Vézelay, Fontenay-près-Chablis, Fontenay-près-Vézelay, Fontenay-sous-Fouronnes, Fresnes, Fulvy, Germigny, Gigny, Girolles, Givry, Gland, Grimault, Guillon, Gurgy, Hauterive, Héry, Island, Jaulges, Jouancy, Joux-la-Ville, Jully, Junay, L'Isle-sur-Serein, La Chapelle-Vaupelteigne, Laroche-Saint-Cydroine, Lasson, Lichères-près-Aigremont, Lichères-sur-Yonne, Lignorelles, Ligny-le-Châtel, Lucy-le-Bois, Lucy-sur-Cure, Lucy-sur-Yonne, Lézinnes, Magny, Mailly-la-Ville, Mailly-le-Château, Maligny, Marmeaux, Massangis, Menades, Mercy, Merry-sur-Yonne, Migennes, Molosmes, Mont-Saint-Sulpice, Montigny-la-Resle, Montillot, Montréal, Moulins-en-Tonnerrois, Mélisey, Méré, Môlay, Neuvy-Sautour, Nitry, Noyers, Nuits, Ormoy, Pacy-sur-Armançon, Paroy-en-Othe, Pasilly, Percey, Perrigny-sur-Armançon, Pierre-Perthuis, Pimelles, Pisy, Poilly-sur-Serein, Pontaubert, Pontigny, Provency, Précy-le-Sec, Prégilbert, Préhy, Quarré-les-Tombes, Quincerot, Ravières, Roffey, Rouvray, Rugny, Saint-André-en-Terre-Plaine, Saint-Brancher, Saint-Cyr-les-Colons, Saint-Florentin, Saint-Germain-des-Champs, Saint-Léger-Vauban, Saint-Martin-sur-Armançon, Saint-Moré, Saint-Père, Sainte-Colombe, Sainte-Magnance, Sainte-Pallaye, Sainte-Vertu, Sambourg, Santigny, Sarry, Sauvigny-le-Beuréal, Sauvigny-le-Bois, Savigny-en-Terre-Plaine, Sceaux, Seignelay, Sennevoy-le-Bas, Sennevoy-le-Haut, Sermizelles, Serrigny, Sery, Sormery, Soumaintrain, Stigny, Talcy, Tanlay, Tharoiseau, Tharot, Thizy, Thorey, Thory, Tissey, Tonnerre, Trichey, Tronchoy, Trucy-sur-Yonne, Trévilly, Turny, Varennes, Vassy-sous-Pisy, Vault-de-Lugny, Venizy, Venouse, Vergigny, Vermenton, Vignes, Villeneuve-Saint-Salves, Villiers-Vineux, Villiers-les-Hauts, Villon, Villy, Vireaux, Viviers, Voutenay-sur-Cure, Vézannes, Vézelay, Vézinnes et Yrouerre"
